Work center1,Order,Material,Sales Order,Order Type,Description,MRP controller,Target quantity,Confirm.yield1,Balance1,Stor. Location,Bas. start date,Basic fin. date,System Status
BW04-PT,1964280,9310876800,1300085058,ZP01,9781 SP PULP TRAY SET TOP BOTTOM TO MKD,M43,"8,960.000","8,960.000",0.000,WG99,01/21/2022,01/26/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
BW04-DC4,1958347,9350008000,,ZP01,THERMOBLOCK 230V/1400W,M50,"5,100.000","5,100.000",0.000,WE99,01/21/2022,01/24/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
BW04-DC4,1958363,9350018400,,ZP01,9781 THERMOBLOCK 230V/1400W ARIEL 9781,M50,"6,100.000","6,100.000",0.000,WE99,01/21/2022,01/24/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
B04MT450,1958116,0310103100,,ZP01,HSG SET LEFT & RIGHT 9781 JOY - WHITE,M50,"1,400.000","1,176.000",224.000,WF99,01/22/2022,01/24/2022,REL  PCNF PRC  BCRQ GMPS MACM PDLV SETC
B04MT450,1958685,0310103400,,ZP01,HSG SET LEFT & RIGHT 9781 RIO - WHITE,M50,"1,400.000","1,400.000",0.000,WF99,01/22/2022,01/24/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04MT450,1958123,0310103700,,ZP01,HSG SET LEFT & RIGHT 9781 JOY - BLACK,M50,"2,800.000","2,800.000",0.000,WF99,01/22/2022,01/24/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME109,1964141,3010018600,,ZP01,HANDLE FOR PACKING (NEW) N.C,M50,"24,000.000","24,000.000",0.000,WF99,01/22/2022,01/24/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
B04ME105,1955154,3010442800,,ZP01,VALVE LEVER N.C.,M50,"33,000.000","33,000.000",0.000,WF99,01/22/2022,01/24/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04-MD01,1963104,3010811900,,ZP01,BLOCK SHAFT N.C,M50,"12,000.000","4,000.000","8,000.000",WF99,01/22/2022,01/24/2022,REL  PCNF PRC  BCRQ GMPS MACM PDLV SETC
B04-MD01,1959321,3011199100,,ZP01,SPRING SUPPORT TOP 3,M50,"8,000.000","6,350.000","1,650.000",WF99,01/22/2022,01/24/2022,REL  PCNF PRC  BCRQ GMPS MACM PDLV SETC
B04ME105,1955043,3011228500,,ZP01,SHUTTER GUIDE BLK NCS S 9000-N,M50,"11,000.000","11,000.000",0.000,WF99,01/22/2022,01/24/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
B04ME105,1960740,3011228600,,ZP01,FIXATION PUMP NCS S 9000 N,M50,"19,000.000","19,000.000",0.000,WF99,01/22/2022,01/24/2022,REL  CNF  DLV  PRC  BCRQ GMPS MANC SETC
B04ME108,1958040,3011229000,,ZP01,HMI MAIN PART BLACK NCS S9000-N,M50,"9,200.000","9,200.000",0.000,WF98,01/22/2022,01/24/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME109,1957996,3011229700,,ZP01,CHASSIS BLACK 9205,M50,"5,400.000",192.000,"5,208.000",WF99,01/22/2022,01/24/2022,REL  PCNF PRC  CSER BCRQ GMPS MACM PDLV*
B04ME105,1962031,3011230000,,ZP01,VALVE TOP V2 N.C,M50,"16,400.000","16,400.000",0.000,WF99,01/22/2022,01/24/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME108,1956406,3011230300,,ZP01,WATER CONNECTOR PART N.C,M43,"6,600.000","6,600.000",0.000,WF99,01/22/2022,01/24/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME111,1965891,3011230600,,ZP01,CAPSULE HOLDER MAIN PART NCS S 2502-B,M43,"4,400.000","3,208.000","1,192.000",WF01,01/22/2022,01/24/2022,REL  PCNF PRC  BCRQ GMPS MACM PDLV SETC
B04ME114,1961604,3011230800,,ZP01,DRIP GRID NCS S 2502-B,M50,"2,500.000","2,500.000",0.000,WF01,01/22/2022,01/24/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME109,1961904,3011251100,,ZP01,DU DISC UPPER BLACK PBT S2,M43,"2,300.000","2,300.000",0.000,WF99,01/22/2022,01/24/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME140,1942579,3011256800,,ZP01,HSG BACK GLOSSY WHITE WIK392,M50,"1,400.000","1,400.000",0.000,WF99,01/22/2022,01/23/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME109,1961093,3011257800,,ZP01,VALVE TILT PART RAL9005 BLACK,M50,"12,200.000","1,574.000","10,626.000",WD01,01/22/2022,01/24/2022,REL  PCNF PRC  BCRQ GMPS MACM PDLV SETC
B04ME111,1961931,3011257900,,ZP01,CAPSULE HOLDER MAIN PART RAL9005 BK,M43,"4,400.000","4,400.000",0.000,WF01,01/22/2022,01/24/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME111,1958699,3011259700,,ZP01,HMI COVER FRONT PIANO BLACK WIK329,M50,"2,500.000","2,500.000",0.000,WD01,01/22/2022,01/24/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
B04ME105,1958708,3011259800,,ZP01,HMI COVER BACK  NCS S 7502-B ANTHRACITE,M50,"9,100.000","9,100.000",0.000,WF99,01/22/2022,01/24/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04-MD01,1956376,3011352901,,ZP01,F-CONNECTOR N.C.,M43,"9,000.000",0.000,"9,000.000",WF99,01/22/2022,01/24/2022,REL  PRC  BCRQ MACM SETC
B04ME105,1961114,3011354300,,ZP01,PUMP OUTLET FOR D/U PUMP N.C,M43,"6,600.000","6,600.000",0.000,WF99,01/22/2022,01/24/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME220,1955012,3011404100,,ZP01,HSG BACK V2 BLACK NCS S 9000-N IND.E,M50,"1,400.000","1,400.000",0.000,WF99,01/22/2022,01/24/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME220,1966838,3011406800,,ZP01,Coffee Box Bottom SHIGA TRANSPARENT,M43,"1,800.000","1,800.000",0.000,WF01,01/22/2022,01/24/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME105,1954972,3011411101,,ZP01,NEW RINSING TOOL N.C,M50,"12,000.000","12,000.000",0.000,WF99,01/22/2022,01/24/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04MW226,1956662,3011415600,,ZP01,TANK INSIDE TRANSPARENT N.C NAS21,M43,"4,000.000","4,000.000",0.000,WF01,01/22/2022,01/24/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME108,1963708,3011427000,,ZP01,Drip grid black Shiga,M50,"3,600.000","3,600.000",0.000,WF99,01/22/2022,01/24/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME109,1960766,3011521300,,ZP01,THERMOBLOCK SUPPORT NCS S 9000-N,M50,"7,300.000","7,300.000",0.000,WF99,01/22/2022,01/24/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME109,1957978,3011521400,,ZP01,CHASSIS BLACK GRIVORY,M50,"5,400.000","1,554.000","3,846.000",WF99,01/22/2022,01/24/2022,REL  PCNF PRC  BCRQ GMPS MACM PDLV SETC
B04ME108,1954914,3011521500,,ZP01,ROCKER LEVER V2 BLACK 9205,M50,"4,700.000","4,700.000",0.000,WF99,01/22/2022,01/24/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04MW226,1964242,3011522000,,ZP01,Tank lid TRANSPARENT,M43,"9,000.000","9,000.000",0.000,WF99,01/22/2022,01/24/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
B04ME108,1958164,3011645900,,ZP01,CLAMP PLATE BLACK V3 SOLVAY 1150L,M50,"6,500.000","6,500.000",0.000,WF99,01/22/2022,01/24/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04-MD01,1955126,3011646300,,ZP01,LEVER BOTTOM BLACK SOLVAY FC1150L,M50,"17,000.000","17,000.000",0.000,WF99,01/22/2022,01/24/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME108,1958016,3011646400,,ZP01,ROCKER LEVER BLACK SOLVAY 1150L,M50,"5,800.000","5,800.000",0.000,WF99,01/22/2022,01/24/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
B04ME108,1941923,3011650000,,ZP01,CLAMP PLATE BLACK 9781 FC1150L,M50,"5,500.000","2,400.000","3,100.000",WF99,01/22/2022,01/24/2022,REL  PCNF PRC  BCRQ GMPS MACM PDLV SETC
BW03-SA,1962242,9110245401,,ZP01,ASS'Y FLOWMETER,M43,"5,000.000","5,000.000",0.000,WF99,01/22/2022,01/24/2022,REL  CNF  DLV  PRC  CSER BCRQ GMPS MACM*
BW01-UW,1956157,9110245600,,ZP01,ASS'Y WATER TANK,M43,"4,500.000","4,500.000",0.000,WF99,01/22/2022,01/24/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
BW03-SA,1957480,9110264300,,ZP01,ASS'Y DRIP TRAY EDG305.BG,M50,"3,450.000","3,450.000",0.000,WF99,01/22/2022,01/24/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
BW03-SA,1959399,9110264900,,ZP01,ASS'Y DRIP TRAY FOR EDG305.WR,M50,"3,450.000","3,450.000",0.000,WF99,01/22/2022,01/24/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS MANC*
BW03-SA,1968158,9110375600,,ZP01,ASSY DRIP TRAY SHIGA,M50,"3,600.000","3,600.000",0.000,WF99,01/22/2022,01/24/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
BW01-UW,1956077,9110375700,,ZP01,ASSY COFFEE BOX SHIGA,M43,540.000,540.000,0.000,WF99,01/22/2022,01/24/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
BW01-UW,1956116,9110375900,,ZP01,ASSY WATER TANK Shiga 0.8L,M43,740.000,740.000,0.000,WF99,01/22/2022,01/24/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
BW03-SA,1956835,9110377800,,ZP01,BACK PRESSURE VALVE ASSY SHIGA,M43,"1,080.000","1,080.000",0.000,WF99,01/22/2022,01/24/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
BW03-SA,1956468,9110487500,,ZP01,ASS'Y WATER TANK ARIEL,M43,"2,800.000","2,800.000",0.000,WF99,01/22/2022,01/24/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
BW04-PLP,1970502,9110592900,,ZP01,PULP TRAY TOP & BOTTOM SET JOY,M47,"5,040.000",0.000,"5,040.000",WG99,01/22/2022,01/24/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
BW04-PLP,1970434,9110600000,,ZP01,PULP TRAY TOP*BOTTOM  9770 LIGHT SET PRO,M47,"5,600.000",0.000,"5,600.000",WG99,01/22/2022,01/24/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
BW03-TP,1958097,9170447501,,ZP01,FRAME BLACK PRINTED SILVER KRUPS NEW LOG,M50,"1,200.000",0.000,"1,200.000",WD99,01/22/2022,01/24/2022,REL  PRC  BCRQ MACM SETC
BW03-TP,1955570,9170447700,,ZP01,VALVE TILT PART RAL9005 PRINTED,M43,"6,000.000","6,000.000",0.000,WD99,01/22/2022,01/24/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
BW03-TP,1955630,9170448501,,ZP01,HMI COVER FRONT BLK PAINTED WIK419 NEW L,M43,"3,000.000","3,000.000",0.000,WF99,01/22/2022,01/24/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
BW03-TP,1958677,9170448601,,ZP01,FRAME BLK PRINTED Delonghi SILVER NEW LO,M50,600.000,0.000,600.000,WD99,01/22/2022,01/24/2022,REL  MSPT PRC  BCRQ SETC
BW03-TP,1955594,9170537100,,ZP01,VALVE TILT PART BLACK PRINTED,M43,"4,000.000","4,000.000",0.000,WD99,01/22/2022,01/24/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
BW03-TP,1956016,9170557700,,ZP01,CLAMP HANDLE BLACK Printed Anthracite,M43,"3,000.000","3,000.000",0.000,WD99,01/22/2022,01/24/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
BW04-DC4,1958349,9350008000,,ZP01,THERMOBLOCK 230V/1400W,M50,"5,100.000","5,100.000",0.000,WE99,01/22/2022,01/25/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
BW04-DC4,1958364,9350018400,,ZP01,9781 THERMOBLOCK 230V/1400W ARIEL 9781,M50,"6,100.000","1,950.000","4,150.000",WE99,01/22/2022,01/25/2022,REL  MSPT PCNF PRC  BCRQ GMPS PDLV SETC
B04MT450,1965363,0310103100,,ZP01,HSG SET LEFT & RIGHT 9781 JOY - WHITE,M50,"1,400.000",0.000,"1,400.000",WF99,01/23/2022,01/25/2022,REL  PRC  BCRQ MACM SETC
B04MT450,1958686,0310103400,,ZP01,HSG SET LEFT & RIGHT 9781 RIO - WHITE,M50,"1,400.000",864.000,536.000,WF99,01/23/2022,01/25/2022,REL  PCNF PRC  BCRQ GMPS MACM PDLV SETC
B04MT450,1952708,0310103700,,ZP01,HSG SET LEFT & RIGHT 9781 JOY - BLACK,M50,"2,800.000","2,556.000",244.000,WF99,01/23/2022,01/25/2022,REL  PCNF PRC  BCRQ GMPS MACM PDLV SETC
B04ME109,1964142,3010018600,,ZP01,HANDLE FOR PACKING (NEW) N.C,M50,"24,000.000","24,000.000",0.000,WF99,01/23/2022,01/25/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
B04ME105,1963614,3010442800,,ZP01,VALVE LEVER N.C.,M50,"33,000.000","33,000.000",0.000,WF99,01/23/2022,01/25/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04-MD01,1963105,3010811900,,ZP01,BLOCK SHAFT N.C,M50,"12,000.000",0.000,"12,000.000",WF99,01/23/2022,01/25/2022,REL  PRC  BCRQ MACM SETC
B04ME105,1956356,3010907401,,ZP01,FILTER MINI N.C.,M43,"6,000.000","6,000.000",0.000,WF99,01/23/2022,01/25/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04-MD01,1959322,3011199100,,ZP01,SPRING SUPPORT TOP 3,M50,"16,000.000",0.000,"16,000.000",WF99,01/23/2022,01/25/2022,REL  PRC  BCRQ MACM SETC
B04ME105,1955044,3011228500,,ZP01,SHUTTER GUIDE BLK NCS S 9000-N,M50,"11,000.000","11,000.000",0.000,WF99,01/23/2022,01/25/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
B04ME105,1960742,3011228600,,ZP01,FIXATION PUMP NCS S 9000 N,M50,"9,551.000","9,551.000",0.000,WF99,01/23/2022,01/25/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME108,1954806,3011229000,,ZP01,HMI MAIN PART BLACK NCS S9000-N,M50,"2,000.000","2,000.000",0.000,WF98,01/23/2022,01/25/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME109,1954762,3011229700,,ZP01,CHASSIS BLACK 9205,M50,"5,400.000",0.000,"5,400.000",WF99,01/23/2022,01/25/2022,REL  PRC  CSER BCRQ MACM SETC
B04ME105,1962032,3011230000,,ZP01,VALVE TOP V2 N.C,M50,"8,200.000","8,200.000",0.000,WF99,01/23/2022,01/25/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
B04ME105,1947626,3011230100,,ZP01,BLOCK SHAFT N.C,M50,"8,000.000","8,000.000",0.000,WF99,01/23/2022,01/25/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME108,1956407,3011230300,,ZP01,WATER CONNECTOR PART N.C,M43,"6,600.000","6,600.000",0.000,WF99,01/23/2022,01/25/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME111,1965889,3011230600,,ZP01,CAPSULE HOLDER MAIN PART NCS S 2502-B,M43,"4,400.000",0.000,"4,400.000",WF01,01/23/2022,01/25/2022,REL  PRC  BCRQ MANC SETC
B04ME114,1961605,3011230800,,ZP01,DRIP GRID NCS S 2502-B,M50,"4,000.000","4,000.000",0.000,WF01,01/23/2022,01/25/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME109,1961905,3011251100,,ZP01,DU DISC UPPER BLACK PBT S2,M43,"2,300.000","2,300.000",0.000,WF99,01/23/2022,01/25/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME140,1963592,3011256800,,ZP01,HSG BACK GLOSSY WHITE WIK392,M50,"1,400.000","1,400.000",0.000,WF99,01/23/2022,01/24/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
B04ME108,1961608,3011256900,,ZP01,HEAD HSG FRONT GLOSSY WHITE WIK392,M50,"1,500.000","1,500.000",0.000,WF99,01/23/2022,01/25/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME109,1961094,3011257800,,ZP01,VALVE TILT PART RAL9005 BLACK,M50,"12,200.000",0.000,"12,200.000",WD01,01/23/2022,01/25/2022,REL  PRC  BCRQ MACM SETC
B04ME111,1961978,3011257900,,ZP01,CAPSULE HOLDER MAIN PART RAL9005 BK,M43,"4,400.000","4,400.000",0.000,WF01,01/23/2022,01/25/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME111,1961596,3011259700,,ZP01,HMI COVER FRONT PIANO BLACK WIK329,M50,"5,300.000","5,300.000",0.000,WD01,01/23/2022,01/25/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
B04ME105,1958709,3011259800,,ZP01,HMI COVER BACK  NCS S 7502-B ANTHRACITE,M50,"9,100.000","9,100.000",0.000,WF99,01/23/2022,01/25/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME105,1961115,3011354300,,ZP01,PUMP OUTLET FOR D/U PUMP N.C,M43,"6,600.000","6,600.000",0.000,WF99,01/23/2022,01/25/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME220,1956488,3011406800,,ZP01,Coffee Box Bottom SHIGA TRANSPARENT,M43,"3,600.000","3,600.000",0.000,WF01,01/23/2022,01/25/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME105,1954973,3011411101,,ZP01,NEW RINSING TOOL N.C,M50,"12,000.000","12,000.000",0.000,WF99,01/23/2022,01/25/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04MW238,1956708,3011415500,,ZP01,TANK OUTSIDE TRANSPARENT N.C NAS21,M43,"4,500.000","4,500.000",0.000,WF01,01/23/2022,01/25/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04MW226,1956663,3011415600,,ZP01,TANK INSIDE TRANSPARENT N.C NAS21,M43,"4,000.000","4,000.000",0.000,WF01,01/23/2022,01/25/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME108,1968639,3011427000,,ZP01,Drip grid black Shiga,M50,"3,600.000","3,600.000",0.000,WF99,01/23/2022,01/25/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME220,1954995,3011517303,,ZP01,Back Housing ECR L,M50,"4,500.000","4,500.000",0.000,WF99,01/23/2022,01/25/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME109,1960767,3011521300,,ZP01,THERMOBLOCK SUPPORT NCS S 9000-N,M50,"7,300.000","7,300.000",0.000,WF99,01/23/2022,01/25/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME109,1954744,3011521400,,ZP01,CHASSIS BLACK GRIVORY,M50,"5,400.000",0.000,"5,400.000",WF99,01/23/2022,01/25/2022,REL  PRC  BCRQ MACM SETC
B04MW226,1964243,3011522000,,ZP01,Tank lid TRANSPARENT,M43,"9,000.000","9,000.000",0.000,WF99,01/23/2022,01/25/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
B04ME108,1958068,3011646000,,ZP01,LEVER TOP BLACK SOLVAY 1150L,M50,"11,800.000","11,800.000",0.000,WF99,01/23/2022,01/25/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
B04-MD01,1955127,3011646300,,ZP01,LEVER BOTTOM BLACK SOLVAY FC1150L,M50,"31,000.000","31,000.000",0.000,WF99,01/23/2022,01/25/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04ME220,1962054,3011659400,,ZP01,HSG DRAWER VDI 3400 REF.24 (CHIMEI),M43,"1,800.000","1,496.000",304.000,WF01,01/23/2022,01/25/2022,REL  PCNF PRC  BCRQ GMPS MANC PDLV SETC
B04ME111,1958227,3011669400,,ZP01,CAPSULE HOLDER 9781 GRILON,M43,"4,100.000","4,100.000",0.000,WF99,01/23/2022,01/25/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
BW03-SA,1962243,9110245401,,ZP01,ASS'Y FLOWMETER,M43,"5,000.000","5,000.000",0.000,WF99,01/23/2022,01/25/2022,REL  CNF  DLV  PRC  CSER BCRQ GMPS MACM*
BW01-UW,1956158,9110245600,,ZP01,ASS'Y WATER TANK,M43,"4,500.000","4,500.000",0.000,WF99,01/23/2022,01/25/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
BW03-SA,1962190,9110261400,,ZP01,ASS'Y CAPSULE HOLDER RAL9005 BK,M43,"5,000.000","5,000.000",0.000,WF98,01/23/2022,01/25/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
BW03-SA,1963665,9110264300,,ZP01,ASS'Y DRIP TRAY EDG305.BG,M50,"3,450.000","3,450.000",0.000,WF99,01/23/2022,01/25/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
BW03-SA,1968159,9110375600,,ZP01,ASSY DRIP TRAY SHIGA,M50,"3,600.000","2,406.000","1,194.000",WF99,01/23/2022,01/25/2022,REL  MSPT PCNF PRC  BCRQ GMPS PDLV SETC
BW01-UW,1956117,9110375900,,ZP01,ASSY WATER TANK Shiga 0.8L,M43,640.000,640.000,0.000,WF99,01/23/2022,01/25/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
BW01-UW,1956134,9110378000,,ZP01,ASSY COFFEE BOX SHIGA OPEN,M43,968.000,0.000,968.000,WF99,01/23/2022,01/25/2022,REL  PRC  BCRQ MACM SETC
BW03-SA,1959400,9110445300,,ZP01,ASS'Y DRIP TRAY EDG305.WB,M50,"3,450.000","3,450.000",0.000,WF99,01/23/2022,01/25/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
BW03-SA,1956469,9110487500,,ZP01,ASS'Y WATER TANK ARIEL,M43,"4,200.000","4,200.000",0.000,WF99,01/23/2022,01/25/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
BW04-PLP,1970503,9110592900,,ZP01,PULP TRAY TOP & BOTTOM SET JOY,M47,"5,040.000","2,520.000","2,520.000",WG99,01/23/2022,01/25/2022,REL  MSPT PCNF DLV  PRC  BCRQ GMPS SETC
BW03-SA,1960911,9110598700,,ZP01,ASSY CAPSULE HOLDER 9781 GRILON,M43,"4,000.000","4,000.000",0.000,WF99,01/23/2022,01/25/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
BW04-PLP,1970435,9110600000,,ZP01,PULP TRAY TOP*BOTTOM  9770 LIGHT SET PRO,M47,"5,600.000","2,800.000","2,800.000",WG99,01/23/2022,01/25/2022,REL  PCNF DLV  PRC  BCRQ GMPS MACM SETC
BW03-TP,1954863,9170447501,,ZP01,FRAME BLACK PRINTED SILVER KRUPS NEW LOG,M50,"1,200.000",0.000,"1,200.000",WD99,01/23/2022,01/25/2022,REL  PRC  BCRQ MACM SETC
BW03-TP,1955571,9170447700,,ZP01,VALVE TILT PART RAL9005 PRINTED,M43,"6,000.000","6,000.000",0.000,WD99,01/23/2022,01/25/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
BW03-TP,1955631,9170448501,,ZP01,HMI COVER FRONT BLK PAINTED WIK419 NEW L,M43,"3,000.000","3,000.000",0.000,WF99,01/23/2022,01/25/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
BW03-TP,1958678,9170448601,,ZP01,FRAME BLK PRINTED Delonghi SILVER NEW LO,M50,"1,200.000",0.000,"1,200.000",WD99,01/23/2022,01/25/2022,REL  MSPT PRC  BCRQ SETC
BW03-TP,1955973,9170513700,,ZP01,Shiga DU AXIS WITH ARROW PRINTING,M43,"1,800.000","1,800.000",0.000,WD99,01/23/2022,01/25/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
BW03-TP,1955595,9170537100,,ZP01,VALVE TILT PART BLACK PRINTED,M43,"4,000.000","4,000.000",0.000,WD99,01/23/2022,01/25/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
BW03-TP,1956017,9170557700,,ZP01,CLAMP HANDLE BLACK Printed Anthracite,M43,"3,000.000","3,000.000",0.000,WD99,01/23/2022,01/25/2022,REL  MSPT CNF  DLV  PRC  BCRQ GMPS SETC
BW04-DC4,1958350,9350008000,,ZP01,THERMOBLOCK 230V/1400W,M50,"5,100.000","4,282.000",818.000,WE99,01/23/2022,01/26/2022,REL  MSPT PCNF PRC  BCRQ GMPS PDLV SETC
BW04-DC4,1958365,9350018400,,ZP01,9781 THERMOBLOCK 230V/1400W ARIEL 9781,M50,"6,100.000",0.000,"6,100.000",WE99,01/23/2022,01/26/2022,REL  MSPT PRC  BCRQ SETC
B04MT450,1965364,0310103100,,ZP01,HSG SET LEFT & RIGHT 9781 JOY - WHITE,M50,"1,400.000",0.000,"1,400.000",WF99,01/24/2022,01/26/2022,REL  MSPT PRC  BCRQ SETC
B04MT450,1958687,0310103400,,ZP01,HSG SET LEFT & RIGHT 9781 RIO - WHITE,M50,"1,400.000",0.000,"1,400.000",WF99,01/24/2022,01/26/2022,REL  PRC  BCRQ MACM SETC
B04MT450,1958124,0310103700,,ZP01,HSG SET LEFT & RIGHT 9781 JOY - BLACK,M50,"2,800.000",0.000,"2,800.000",WF99,01/24/2022,01/26/2022,REL  PRC  BCRQ MACM SETC
B04ME105,1955155,3010442800,,ZP01,VALVE LEVER N.C.,M50,"33,000.000","33,000.000",0.000,WF99,01/24/2022,01/26/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04-MD01,1963106,3010811900,,ZP01,BLOCK SHAFT N.C,M50,"12,000.000",0.000,"12,000.000",WF99,01/24/2022,01/26/2022,REL  PRC  BCRQ MACM SETC
B04ME105,1956357,3010907401,,ZP01,FILTER MINI N.C.,M43,"6,000.000","6,000.000",0.000,WF99,01/24/2022,01/26/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
B04-MD01,1963579,3011163700,,ZP01,CAPSULE EJECTOR RIGHT BLACK 9225,M50,"15,053.000",0.000,"15,053.000",WF99,01/24/2022,01/26/2022,REL  PRC  BCRQ MANC SETC
B04-MD01,1959323,3011199100,,ZP01,SPRING SUPPORT TOP 3,M50,"16,000.000",0.000,"16,000.000",WF99,01/24/2022,01/26/2022,REL  PRC  BCRQ MACM SETC
B04ME105,1955045,3011228500,,ZP01,SHUTTER GUIDE BLK NCS S 9000-N,M50,"11,000.000","11,000.000",0.000,WF99,01/24/2022,01/26/2022,REL  CNF  DLV  PRC  BCRQ GMPS MACM SETC
